pred_3h,pred_6h,pred_9h,pred_12h,pred_18h,pred_24h,origin_hs,origin_time
1.5656681,1.4521428,1.0942798,0.8729948,0.7108119,1.0027013,1.78,2024-01-04 00:00:00+09:00
1.5068954,1.2717732,1.0580385,0.9156344,0.7662233,0.9780184,1.72,2024-01-04 00:30:00+09:00
1.4650581,1.2732561,0.9815252,0.86072326,0.6719842,0.82773745,1.75,2024-01-04 01:00:00+09:00
1.3168814,1.141496,0.929065,0.7973326,0.6785622,0.9817141,1.67,2024-01-04 01:30:00+09:00
1.3571929,1.2382677,0.9845746,0.9078662,0.8906036,1.1670356,1.67,2024-01-04 02:00:00+09:00
1.3533558,1.0628031,0.8433852,0.7835487,0.853322,1.2474928,1.655,2024-01-04 02:30:00+09:00
1.2862333,1.1031919,0.88062644,0.9266672,0.8180203,1.1462246,1.58,2024-01-04 03:00:00+09:00
1.2765042,1.1291037,1.002042,0.7306073,0.7992774,1.2308503,1.59,2024-01-04 03:30:00+09:00
1.2148142,1.0759722,0.9549318,0.779135,0.6062205,1.2974615,1.49,2024-01-04 04:00:00+09:00
1.085129,0.9535504,0.8730225,0.8038053,0.63078666,1.1346697,1.385,2024-01-04 04:30:00+09:00
1.1225907,0.9093423,0.95334613,0.6209878,0.7342204,1.1511648,1.32,2024-01-04 05:00:00+09:00
1.1151124,0.95597184,1.0515356,0.8548444,0.99594593,1.24527,1.355,2024-01-04 05:30:00+09:00
1.1141894,1.1119779,0.92501223,0.8251027,0.88510996,1.1881634,1.32,2024-01-04 06:00:00+09:00
1.1208944,0.9149709,0.8970464,0.83547145,0.9603677,1.3392661,1.245,2024-01-04 06:30:00+09:00
1.0921953,1.0448565,1.0093299,0.7961432,0.8497351,1.297806,1.25,2024-01-04 07:00:00+09:00
1.0056075,0.9190684,0.806124,0.6995063,0.82718855,0.9677861,1.135,2024-01-04 07:30:00+09:00
1.0104332,0.87899846,0.79877764,0.66365486,0.7321665,0.8734586,1.13,2024-01-04 08:00:00+09:00
0.8971688,0.7238555,0.7065078,0.5855793,0.7044731,0.795632,1.045,2024-01-04 08:30:00+09:00
0.94240165,0.79626966,0.67722386,0.57968134,0.68413013,0.8573068,1.05,2024-01-04 09:00:00+09:00
0.9410517,0.7314971,0.6379833,0.51484793,0.71559185,0.85959077,1.005,2024-01-04 09:30:00+09:00
0.83117527,0.72341686,0.6190173,0.57348967,0.8414603,0.7960886,0.89,2024-01-04 10:00:00+09:00
0.8661779,0.7169463,0.56611913,0.61896247,0.7598022,0.7571841,0.87,2024-01-04 10:30:00+09:00
0.8663325,0.71639067,0.6043013,0.68109727,0.930876,0.79614085,0.87,2024-01-04 11:00:00+09:00
0.801219,0.7415589,0.589903,0.73802173,0.8102004,0.84090763,0.85,2024-01-04 11:30:00+09:00
0.7667205,0.7367845,0.57260054,0.8170389,0.9852149,1.0287861,0.84,2024-01-04 12:00:00+09:00
0.87709326,0.83887357,0.8683972,1.019908,1.0202761,0.95404625,0.815,2024-01-04 12:30:00+09:00
0.6877336,0.63032645,0.63978463,0.7493668,0.9589061,0.8535867,0.84,2024-01-04 13:00:00+09:00
0.7228146,0.7207726,0.6876865,0.9922197,1.0950979,1.0305091,0.83,2024-01-04 13:30:00+09:00
0.77323985,0.7566054,0.77160895,1.0807431,1.1198999,1.0240763,0.82,2024-01-04 14:00:00+09:00
0.7852856,0.8053761,0.96104443,1.1761292,1.3619069,1.3827391,0.81,2024-01-04 14:30:00+09:00
0.7794036,0.7856523,0.8711685,1.118248,1.164465,1.1409063,0.85,2024-01-04 15:00:00+09:00
0.8739413,0.9046414,1.0111392,1.2180095,1.2900223,1.2934542,0.85,2024-01-04 15:30:00+09:00
0.82067925,0.74269646,0.87843317,1.0072782,1.012735,1.2691178,0.87,2024-01-04 16:00:00+09:00
0.83919775,0.78122663,0.88799524,1.0315024,1.1023887,1.2992513,0.87,2024-01-04 16:30:00+09:00
0.8073458,0.87596494,1.0239826,1.1545066,1.0678532,1.1359131,0.82,2024-01-04 17:00:00+09:00
0.76580536,0.7342792,0.90382046,1.1410295,1.1848605,1.3140625,0.815,2024-01-04 17:30:00+09:00
0.828567,0.8750919,1.0426629,1.1910042,1.2184213,1.3309289,0.82,2024-01-04 18:00:00+09:00
0.783936,0.7494417,0.95473677,1.0895034,1.2836621,1.2875675,0.79,2024-01-04 18:30:00+09:00
0.737216,0.84314305,1.0548728,1.2068126,1.2823688,1.3178717,0.76,2024-01-04 19:00:00+09:00
0.70509773,0.7434224,0.9060512,1.0137607,1.1217905,1.1134493,0.72,2024-01-04 19:30:00+09:00
0.7727577,0.9970408,1.1775098,1.2636555,1.3274682,1.08039,0.7,2024-01-04 20:00:00+09:00
0.71984655,0.9507653,1.1083609,1.1679957,1.1040624,1.0389259,0.68,2024-01-04 20:30:00+09:00
0.8118145,1.028767,1.1369362,1.197621,1.1405418,0.98987013,0.74,2024-01-04 21:00:00+09:00
0.88036406,1.0869856,1.1356039,1.1674057,1.185274,1.2057946,0.785,2024-01-04 21:30:00+09:00
0.8876327,1.1226854,1.2871218,1.3900704,1.3704164,1.2042145,0.78,2024-01-04 22:00:00+09:00
0.90886086,1.0982563,1.2743616,1.3073175,1.2282003,1.1239793,0.84,2024-01-04 22:30:00+09:00
1.0143548,1.2690372,1.3594285,1.3092366,1.2264638,1.2933853,0.86,2024-01-04 23:00:00+09:00
1.1691605,1.3633727,1.4111273,1.4337969,1.492376,1.3145113,0.955,2024-01-04 23:30:00+09:00
1.0467534,1.1436443,1.1892039,1.1637197,1.1043676,1.1715218,0.99,2024-01-05 00:00:00+09:00
1.2837908,1.3935105,1.3443156,1.359249,1.1208191,1.1512339,1.12,2024-01-05 00:30:00+09:00
1.3985003,1.4545658,1.4008708,1.2618498,1.3491045,1.2450421,1.27,2024-01-05 01:00:00+09:00
1.4841857,1.4842104,1.3992056,1.5859783,1.4301351,1.2011821,1.305,2024-01-05 01:30:00+09:00
1.5597422,1.43517,1.5025932,1.5575974,1.3334095,1.1655953,1.41,2024-01-05 02:00:00+09:00
1.5946175,1.4945624,1.4481554,1.3208876,1.1710604,1.1984912,1.375,2024-01-05 02:30:00+09:00
1.4771042,1.5920373,1.4773282,1.4138826,1.0168568,0.9670514,1.48,2024-01-05 03:00:00+09:00
1.5682806,1.6610794,1.5922122,1.3231374,1.1127642,1.0750113,1.46,2024-01-05 03:30:00+09:00
1.4711926,1.400135,1.3128442,1.2519993,1.1005706,1.1246294,1.46,2024-01-05 04:00:00+09:00
1.542638,1.4116927,1.3220637,1.2769313,0.81521267,0.87644935,1.535,2024-01-05 04:30:00+09:00
1.5087229,1.3870184,1.3469886,1.126608,0.7871242,0.9195838,1.65,2024-01-05 05:00:00+09:00
1.5179747,1.4248793,1.2565114,1.1791259,0.9593495,1.0398732,1.67,2024-01-05 05:30:00+09:00
1.4143841,1.2844732,1.2274398,1.0328833,0.9302107,0.9441787,1.59,2024-01-05 06:00:00+09:00
1.3778453,1.2859445,1.2146627,1.1139715,0.9318623,0.9513669,1.6,2024-01-05 06:30:00+09:00
1.3837996,1.2240608,1.1531368,1.0463468,0.8896745,0.9119598,1.6,2024-01-05 07:00:00+09:00
1.1401877,1.105437,1.0819868,0.89311886,0.6551194,0.9736204,1.48,2024-01-05 07:30:00+09:00
1.1965635,1.079621,0.9680686,0.91571635,0.86205465,0.9061252,1.39,2024-01-05 08:00:00+09:00
1.109391,1.111996,1.0974032,0.8537539,0.8490039,0.7998471,1.34,2024-01-05 08:30:00+09:00
1.1470543,1.0954702,1.0155007,0.87257147,0.7849899,0.8462114,1.36,2024-01-05 09:00:00+09:00
1.2172265,1.1725799,1.1272323,0.9707918,0.81210095,0.8686413,1.44,2024-01-05 09:30:00+09:00
1.2042481,1.0665132,1.0161183,0.8600688,0.8135118,0.7265562,1.35,2024-01-05 10:00:00+09:00
1.1550449,1.0523062,0.8875766,0.85385334,0.8682111,0.8877669,1.21,2024-01-05 10:30:00+09:00
1.1293943,1.0997001,0.9614293,0.8157851,0.847617,0.72851247,1.22,2024-01-05 11:00:00+09:00
1.1797354,1.0627953,0.9019354,0.94174767,0.87301743,0.92510474,1.305,2024-01-05 11:30:00+09:00
1.1747766,1.0605689,0.89787734,0.8488202,0.97689724,0.9695235,1.36,2024-01-05 12:00:00+09:00
1.1330801,1.0465713,0.9916265,0.92226285,0.99724853,1.0428854,1.265,2024-01-05 12:30:00+09:00
1.0893711,1.049525,0.9326541,0.96402186,0.9801435,1.007844,1.15,2024-01-05 13:00:00+09:00
1.0184618,0.9782606,0.8716419,0.89438355,0.97469,0.91706854,1.12,2024-01-05 13:30:00+09:00
0.93037325,0.9101148,0.8949036,0.83359706,0.8304354,0.89288425,1.04,2024-01-05 14:00:00+09:00
0.94122905,0.9003872,0.9310523,0.93194765,0.9214696,0.9706793,1.03,2024-01-05 14:30:00+09:00
0.9252461,0.8853234,0.9021048,0.861927,0.8434073,0.96484095,1.02,2024-01-05 15:00:00+09:00
0.93717,0.85670775,0.84059894,0.9207541,1.1271498,1.0236251,1.0,2024-01-05 15:30:00+09:00
0.84255135,0.7799572,0.81870073,0.88826585,0.9038863,1.004451,0.94,2024-01-05 16:00:00+09:00
0.8466451,0.79179937,0.81893015,0.8746282,0.96562445,1.0087222,0.98,2024-01-05 16:30:00+09:00
0.94049287,0.8675811,0.8585116,0.95644224,1.2573016,1.0957313,1.04,2024-01-05 17:00:00+09:00
0.895452,0.8714198,0.8200072,0.88946325,0.9790897,1.1216061,1.02,2024-01-05 17:30:00+09:00
0.84244347,0.83717126,0.81759405,0.9450439,0.9833096,1.179759,0.94,2024-01-05 18:00:00+09:00
0.83936584,0.8619445,0.8321083,0.9572221,1.1936575,1.2929492,0.925,2024-01-05 18:30:00+09:00
0.8592443,0.8524291,0.8306082,0.97551817,1.1170563,1.1748337,0.91,2024-01-05 19:00:00+09:00
0.77366,0.7751058,0.8816289,0.9348885,1.2000836,1.0702698,0.825,2024-01-05 19:30:00+09:00
0.7727614,0.81688,0.78272074,0.8996074,1.0295093,1.2894305,0.84,2024-01-05 20:00:00+09:00
0.7610522,0.87251186,0.9365995,0.9868818,1.2653381,1.1054636,0.78,2024-01-05 20:30:00+09:00
0.69501317,0.75818557,0.8495665,0.94129294,1.0962412,1.1576468,0.71,2024-01-05 21:00:00+09:00
0.67363805,0.7666835,0.95934784,0.9285822,1.0929517,1.0216653,0.655,2024-01-05 21:30:00+09:00
0.6486463,0.7684989,0.91563284,0.90929615,1.0179977,0.9818619,0.64,2024-01-05 22:00:00+09:00
0.6744694,0.76446295,0.8642808,0.8938874,0.9849962,0.96173275,0.645,2024-01-05 22:30:00+09:00
0.6533067,0.74795353,0.76002294,0.77019334,0.93097633,0.85837,0.65,2024-01-05 23:00:00+09:00
0.6696765,0.75338936,0.878422,0.75292516,0.8683624,0.9415657,0.63,2024-01-05 23:30:00+09:00
0.74233556,0.86971897,0.9883483,1.0496874,1.1709206,1.0097088,0.61,2024-01-06 00:00:00+09:00
0.70978653,0.8216444,0.98985475,0.9195228,0.97839314,1.1392488,0.61,2024-01-06 00:30:00+09:00
0.703832,0.8297155,0.92750853,1.0616001,1.0373746,1.0912968,0.61,2024-01-06 01:00:00+09:00
0.66337645,0.794772,0.8852967,0.929339,1.2499597,1.0714699,0.6,2024-01-06 01:30:00+09:00
0.6824818,0.71300226,0.8277665,0.8327788,1.0685685,0.85226303,0.61,2024-01-06 02:00:00+09:00
0.66516846,0.7807847,0.9584668,0.94087136,1.1298615,1.1164411,0.605,2024-01-06 02:30:00+09:00
0.672002,0.85592943,0.9970056,0.9541589,1.0588555,1.0437258,0.58,2024-01-06 03:00:00+09:00
0.6866062,0.93617076,1.0197601,1.055615,1.3985465,1.2991862,0.57,2024-01-06 03:30:00+09:00
0.6343094,0.7882806,0.89603007,0.9038889,1.1303468,1.081392,0.54,2024-01-06 04:00:00+09:00
0.681369,0.9123476,1.0495428,1.1053009,1.241696,1.2096423,0.54,2024-01-06 04:30:00+09:00
0.65749615,0.775285,0.89388347,1.1338223,1.3330567,1.3509022,0.56,2024-01-06 05:00:00+09:00
0.7505888,0.96153253,1.1497086,1.1601169,1.2744026,1.2864872,0.595,2024-01-06 05:30:00+09:00
0.78673685,1.0885657,1.0966629,1.2679431,1.3877387,1.398046,0.67,2024-01-06 06:00:00+09:00
0.89525384,1.0142809,1.1813105,1.3170022,1.5247885,1.336539,0.715,2024-01-06 06:30:00+09:00
0.9133345,1.0065421,1.1644765,1.2560868,1.4895588,1.4435295,0.82,2024-01-06 07:00:00+09:00
0.956086,1.0777689,1.0480247,1.3223555,1.3210237,1.315412,0.89,2024-01-06 07:30:00+09:00
1.0608693,1.0610487,1.1599449,1.3426313,1.3161447,1.2634258,0.99,2024-01-06 08:00:00+09:00
0.9610829,0.97690123,0.980167,1.124585,1.2002627,1.4129435,0.95,2024-01-06 08:30:00+09:00
0.9560918,1.004695,1.125762,1.1850408,1.1754861,1.1665093,0.94,2024-01-06 09:00:00+09:00
0.9413398,0.9389275,0.9698928,1.0326465,1.111248,1.2627327,0.945,2024-01-06 09:30:00+09:00
0.7779255,0.7776116,0.92918336,0.9849185,1.1401874,1.5914922,0.85,2024-01-06 10:00:00+09:00
0.83700794,0.8570303,0.9827071,0.98796636,1.2144771,1.397789,0.87,2024-01-06 10:30:00+09:00
0.79391116,0.8406645,0.87980074,0.9401821,1.1471237,1.5190898,0.81,2024-01-06 11:00:00+09:00
0.7351503,0.82099354,0.8725317,0.871285,1.1394081,1.2515526,0.78,2024-01-06 11:30:00+09:00
0.7448018,0.7896079,0.833518,0.8535671,1.0540181,1.3766319,0.72,2024-01-06 12:00:00+09:00
0.71080124,0.7066284,0.8149857,0.82717925,1.0985929,1.4494222,0.755,2024-01-06 12:30:00+09:00
0.7084838,0.736913,0.78936255,0.81016815,1.0488163,1.3918059,0.73,2024-01-06 13:00:00+09:00
0.7375379,0.7841353,0.82745516,0.8130693,1.2245611,1.3310565,0.735,2024-01-06 13:30:00+09:00
0.7256499,0.72300404,0.85232955,0.8840502,1.0674816,1.2459294,0.74,2024-01-06 14:00:00+09:00
0.71148854,0.7410804,0.8974596,0.89481574,1.0655817,1.2838225,0.735,2024-01-06 14:30:00+09:00
0.66318834,0.75342864,0.8247992,0.8684799,1.2728577,1.2140448,0.71,2024-01-06 15:00:00+09:00
0.7469424,0.7919735,0.9075301,0.97815365,1.2374821,1.4731493,0.69,2024-01-06 15:30:00+09:00
0.65908766,0.7552274,0.83012015,0.836462,1.2299546,1.2764847,0.67,2024-01-06 16:00:00+09:00
0.71027964,0.8811185,1.0259813,1.0218024,1.1898735,1.2677124,0.705,2024-01-06 16:30:00+09:00
0.7809213,0.7986278,0.83663416,1.0065918,1.244703,1.2123128,0.74,2024-01-06 17:00:00+09:00
0.8177392,0.8469187,0.7960551,0.98007375,1.1147454,1.1928575,0.77,2024-01-06 17:30:00+09:00
0.7875113,0.8275809,0.8736207,1.0193752,1.1431715,1.3673068,0.8,2024-01-06 18:00:00+09:00
0.8735438,0.9021407,0.9701778,1.0358061,1.17272,1.3031495,0.855,2024-01-06 18:30:00+09:00
0.84646934,0.85221064,0.8645245,0.9756456,1.0751705,1.2243809,0.87,2024-01-06 19:00:00+09:00
1.0130223,1.0110743,1.0850443,1.2219206,1.2890627,1.3456395,0.885,2024-01-06 19:30:00+09:00
0.9409428,0.9452163,0.928143,1.0376077,1.1500573,1.3254199,0.93,2024-01-06 20:00:00+09:00
0.9760701,1.0269661,1.1857548,1.2546967,1.2534671,1.3102756,0.885,2024-01-06 20:30:00+09:00
0.9936882,1.0878147,1.2439734,1.2675954,1.2138075,1.2389596,0.89,2024-01-06 21:00:00+09:00
0.9892538,1.0319928,1.2148839,1.3120521,1.1981163,1.3309795,0.85,2024-01-06 21:30:00+09:00
1.0019525,1.1052332,1.1937798,1.1192818,1.1075015,1.2834744,0.9,2024-01-06 22:00:00+09:00
1.0391772,1.1169873,1.3614019,1.4278955,1.4263858,1.2935389,0.855,2024-01-06 22:30:00+09:00
0.9179816,0.971921,1.1485296,1.2247925,1.3371525,1.2395799,0.84,2024-01-06 23:00:00+09:00
0.966623,1.0198772,1.1516352,1.2050933,1.3378705,1.1115701,0.88,2024-01-06 23:30:00+09:00
1.1032073,1.1160222,1.2265557,1.2626522,1.3650444,1.1402506,0.93,2024-01-07 00:00:00+09:00
1.086899,1.153555,1.2422787,1.3129045,1.3702824,1.0722235,0.925,2024-01-07 00:30:00+09:00
1.1844273,1.3886721,1.3698655,1.4217203,1.3782847,1.2622136,0.92,2024-01-07 01:00:00+09:00
1.1318934,1.3514056,1.4442191,1.3257873,1.4939672,1.3570412,0.95,2024-01-07 01:30:00+09:00
1.0927315,1.1686963,1.3105563,1.3647561,1.2717222,1.2970645,0.97,2024-01-07 02:00:00+09:00
1.0365942,1.0816685,1.1871521,1.2480876,1.3272688,1.1381763,0.95,2024-01-07 02:30:00+09:00
1.1383114,1.274273,1.3418454,1.2801337,1.1783657,1.1665522,0.97,2024-01-07 03:00:00+09:00
1.2359707,1.3967161,1.3999574,1.2959381,1.3239413,1.1895623,1.045,2024-01-07 03:30:00+09:00
1.3971334,1.6739304,1.8437337,1.8428692,1.569833,1.4459621,1.02,2024-01-07 04:00:00+09:00
1.6417973,1.8572191,1.8837936,1.9824321,1.6098171,1.1170412,1.24,2024-01-07 04:30:00+09:00
1.8146697,1.8789995,1.9640105,1.9830602,1.780973,1.3413405,1.38,2024-01-07 05:00:00+09:00
2.0534282,2.2261972,1.9867808,2.0306296,1.8593047,1.3461616,1.595,2024-01-07 05:30:00+09:00
1.7446809,1.6818613,1.5025125,1.707859,1.4610467,1.1104931,1.64,2024-01-07 06:00:00+09:00
1.83439,1.6194613,1.3649364,1.4460844,1.1427107,0.81254387,1.845,2024-01-07 06:30:00+09:00
1.870193,1.6222209,1.4832598,1.5444779,1.3698388,0.9055828,1.93,2024-01-07 07:00:00+09:00
1.8486112,1.6458826,1.6233227,1.7390524,1.1322131,0.91192406,1.97,2024-01-07 07:30:00+09:00
1.9621363,1.7400616,1.6215272,1.7693889,1.3028435,1.0063533,2.06,2024-01-07 08:00:00+09:00
1.7850612,1.6260434,1.6901851,1.887797,1.1609166,1.0534513,2.02,2024-01-07 08:30:00+09:00
1.8611909,1.7054251,1.7691449,1.843766,1.1817727,1.0771663,2.13,2024-01-07 09:00:00+09:00
1.735116,1.5089582,1.5513273,1.6694932,0.9911107,0.83641034,1.98,2024-01-07 09:30:00+09:00
1.6237724,1.5383145,1.5005983,1.3803446,0.9641439,0.774105,2.01,2024-01-07 10:00:00+09:00
1.9209337,1.8403499,1.7142097,1.6233823,0.9761497,0.8172989,2.135,2024-01-07 10:30:00+09:00
1.5449542,1.5828975,1.5820999,1.380764,0.988628,0.7864931,1.96,2024-01-07 11:00:00+09:00
1.8400311,1.758797,1.7512882,1.794814,1.0639775,0.80498445,2.035,2024-01-07 11:30:00+09:00
1.7587188,1.7063994,1.633573,1.5145295,0.9953096,0.73952436,1.94,2024-01-07 12:00:00+09:00
1.6886129,1.6362863,1.6222186,1.4094585,1.1322899,0.7901215,1.9,2024-01-07 12:30:00+09:00
1.6906339,1.6445026,1.69082,1.534745,1.0589386,0.6570834,1.75,2024-01-07 13:00:00+09:00
1.6077046,1.6616625,1.6010473,1.3861238,1.0798291,0.65516603,1.67,2024-01-07 13:30:00+09:00
1.6515912,1.7005099,1.5938172,1.4041994,1.0866894,0.75239676,1.67,2024-01-07 14:00:00+09:00
1.7134627,1.8009404,1.6676122,1.4491049,1.1597308,0.6812124,1.58,2024-01-07 14:30:00+09:00
1.7075348,1.9022014,1.7204012,1.3474511,1.1456162,0.6144529,1.64,2024-01-07 15:00:00+09:00
1.7571284,1.7943141,1.7860668,1.4488558,1.1570369,0.61226654,1.61,2024-01-07 15:30:00+09:00
1.8500078,2.0068526,1.7385687,1.5316818,1.2602247,0.7901805,1.7,2024-01-07 16:00:00+09:00
1.7855052,1.9900703,1.7174351,1.424245,1.1568111,0.5980335,1.67,2024-01-07 16:30:00+09:00
1.8768628,1.8673732,1.7724366,1.5984676,1.3430653,0.84402084,1.7,2024-01-07 17:00:00+09:00
1.7883106,1.9659125,1.5234759,1.3867725,1.0770715,0.58579224,1.605,2024-01-07 17:30:00+09:00
1.6590244,1.6396338,1.3603204,1.1885408,1.0357877,0.60481447,1.68,2024-01-07 18:00:00+09:00
1.8429153,1.771561,1.5786232,1.3537536,1.0876343,0.7184564,1.78,2024-01-07 18:30:00+09:00
1.8412482,1.5882877,1.3075124,1.2599521,0.8595526,0.5610529,1.89,2024-01-07 19:00:00+09:00
1.8561475,1.6265416,1.4076184,1.3458447,0.94674534,0.59738445,1.92,2024-01-07 19:30:00+09:00
1.793962,1.5124315,1.3917727,1.3016138,0.86244005,0.6027353,1.9,2024-01-07 20:00:00+09:00
1.77018,1.5182413,1.3002377,1.3190812,0.84322387,0.5969265,1.905,2024-01-07 20:30:00+09:00
1.8038497,1.5446352,1.4020101,1.2244761,0.82434237,0.6340374,2.03,2024-01-07 21:00:00+09:00
1.8346425,1.5065782,1.2747089,1.3244822,0.815208,0.6846863,2.135,2024-01-07 21:30:00+09:00
1.602381,1.3948001,1.3423812,1.3019578,0.67291546,0.6666181,1.96,2024-01-07 22:00:00+09:00
1.6637956,1.453066,1.53023,1.2698458,0.86510503,0.5987959,1.895,2024-01-07 22:30:00+09:00
1.6326379,1.4115735,1.3011373,1.2461015,0.7100426,0.7303707,1.9,2024-01-07 23:00:00+09:00
1.5414597,1.3322052,1.2692796,1.1306405,0.8037013,0.5924989,1.77,2024-01-07 23:30:00+09:00
1.517516,1.3207004,1.3076304,1.0745738,0.68940115,0.66556966,1.8,2024-01-08 00:00:00+09:00
1.5217752,1.322739,1.202892,1.0395762,0.8200805,0.69163656,1.84,2024-01-08 00:30:00+09:00
1.5094069,1.3995249,1.2400656,1.0957574,0.8340705,0.6326041,1.82,2024-01-08 01:00:00+09:00
1.4433324,1.2528589,1.1634451,0.906616,0.74153554,0.57085514,1.69,2024-01-08 01:30:00+09:00
1.2822092,1.1958057,1.065642,0.8051475,0.63420445,0.5101333,1.59,2024-01-08 02:00:00+09:00
1.3400159,1.1064209,0.9667055,0.83521825,0.62787867,0.6038616,1.625,2024-01-08 02:30:00+09:00
