pred_3h,pred_6h,pred_9h,pred_12h,pred_18h,pred_24h,origin_hs,origin_time
2.4395914,2.0363212,2.005372,1.5248213,1.0199537,1.076672,2.1,2024-01-03 17:30:00+09:00
2.1129463,2.049675,1.7956507,1.5135866,0.9738128,0.8812101,2.25,2024-01-03 18:00:00+09:00
2.22769,1.9919283,1.7612722,1.6335735,1.1060869,0.99257016,2.275,2024-01-03 18:30:00+09:00
2.154414,2.0471714,1.8142369,1.7404128,1.1062249,0.9745543,2.32,2024-01-03 19:00:00+09:00
2.229242,1.9445485,1.5803347,1.3574296,1.0385778,1.0293472,2.365,2024-01-03 19:30:00+09:00
2.2587163,1.8526663,1.7733884,1.8486042,1.2662433,1.1130537,2.41,2024-01-03 20:00:00+09:00
2.0075784,1.8345045,1.5365777,1.4876242,1.2799029,1.2156953,2.305,2024-01-03 20:30:00+09:00
1.9072738,1.8184696,1.3177116,1.2844328,1.1490434,0.92542887,2.26,2024-01-03 21:00:00+09:00
1.8637917,1.5806496,1.3453729,1.0640111,0.8382837,0.8792482,2.2,2024-01-03 21:30:00+09:00
1.7487317,1.4951942,1.2875693,1.0744705,0.93150914,0.9859786,2.0,2024-01-03 22:00:00+09:00
1.7599834,1.5589985,1.2922729,0.9630792,0.97204584,0.8430077,2.17,2024-01-03 22:30:00+09:00
1.6711789,1.4521095,1.1702178,0.9214034,0.82765734,0.8789009,2.03,2024-01-03 23:00:00+09:00
1.675369,1.2536718,1.0160545,0.868377,0.75372416,0.9475691,1.9,2024-01-03 23:30:00+09:00
1.6551747,1.3335482,1.0516373,0.89723295,0.84942603,0.990823,1.78,2024-01-04 00:00:00+09:00
1.4925501,1.3252285,0.97616136,0.86586183,0.8103698,1.1024874,1.72,2024-01-04 00:30:00+09:00
1.4534851,1.2459989,0.9850645,0.89676785,0.74366176,1.009968,1.75,2024-01-04 01:00:00+09:00
1.3962675,1.1399326,0.9145742,0.81157655,0.71775806,1.1321228,1.67,2024-01-04 01:30:00+09:00
1.395276,1.0913906,0.9988734,0.9545102,0.7529375,1.3522594,1.67,2024-01-04 02:00:00+09:00
1.3190929,1.1136087,0.87631875,0.82536805,0.7490004,1.4305578,1.655,2024-01-04 02:30:00+09:00
1.2773501,1.0170777,0.8688332,0.8554195,0.7442598,1.3861924,1.58,2024-01-04 03:00:00+09:00
1.3782703,1.0759836,0.9032139,0.8715749,0.7367739,1.3778157,1.59,2024-01-04 03:30:00+09:00
1.2439604,1.0517546,0.9474217,0.81918055,0.7925129,1.2827681,1.49,2024-01-04 04:00:00+09:00
1.1547679,0.9365498,0.94125617,0.8150224,0.85175306,1.4771941,1.385,2024-01-04 04:30:00+09:00
1.113945,0.9166799,0.9615552,0.776894,0.87554145,1.6017267,1.32,2024-01-04 05:00:00+09:00
1.1025734,0.9405941,0.9729317,0.89636934,1.1428182,1.5869159,1.355,2024-01-04 05:30:00+09:00
1.0445814,0.944803,0.9041097,0.91831344,1.1122715,1.655574,1.32,2024-01-04 06:00:00+09:00
0.9947709,0.88708395,0.92615116,0.82344383,1.0914397,1.6454773,1.245,2024-01-04 06:30:00+09:00
1.1180476,1.1317551,0.9361156,0.9629381,1.1841497,1.5423654,1.25,2024-01-04 07:00:00+09:00
0.9089002,0.81530744,0.80064833,0.70545983,1.2682211,1.3096752,1.135,2024-01-04 07:30:00+09:00
0.9080775,0.86960006,0.84252834,0.75713825,1.298562,1.21799,1.13,2024-01-04 08:00:00+09:00
0.87553513,0.7457716,0.6530761,0.59737647,1.2710538,1.3602713,1.045,2024-01-04 08:30:00+09:00
0.9750591,0.8065878,0.7249668,0.64050853,1.2047518,1.1538457,1.05,2024-01-04 09:00:00+09:00
0.92635787,0.8120832,0.6862544,0.6804049,1.2716825,1.1215897,1.005,2024-01-04 09:30:00+09:00
0.82914895,0.76259154,0.6696472,0.68577594,1.3001962,1.1127045,0.89,2024-01-04 10:00:00+09:00
0.80315846,0.7457659,0.6318231,0.677297,1.173432,1.051415,0.87,2024-01-04 10:30:00+09:00
0.81944555,0.73831433,0.62925434,0.7599558,1.3165554,1.0227668,0.87,2024-01-04 11:00:00+09:00
0.8103457,0.750999,0.69320756,0.8466974,1.2610952,1.0640764,0.85,2024-01-04 11:30:00+09:00
0.7980538,0.7043451,0.6796238,0.9600743,1.2590749,1.0455321,0.84,2024-01-04 12:00:00+09:00
0.86682,0.83574283,0.75689286,1.2657388,1.2929678,1.0699995,0.815,2024-01-04 12:30:00+09:00
0.72752434,0.65848094,0.6715741,0.90124094,1.1656904,0.88742155,0.84,2024-01-04 13:00:00+09:00
0.7556728,0.6899481,0.88007265,1.149728,1.2482231,0.9755344,0.83,2024-01-04 13:30:00+09:00
0.7622918,0.7890788,0.95283425,1.3757964,1.3888437,1.1470321,0.82,2024-01-04 14:00:00+09:00
0.82604223,0.8506274,0.98181766,1.3686374,1.4540561,1.1378967,0.81,2024-01-04 14:30:00+09:00
0.8078944,0.78372943,0.96465915,1.3411742,1.4025413,0.9964855,0.85,2024-01-04 15:00:00+09:00
0.81649756,0.8389616,1.0996053,1.5125886,1.2833513,1.0367454,0.85,2024-01-04 15:30:00+09:00
0.77081543,0.8164225,1.0702732,1.3401514,1.1973708,1.0136458,0.87,2024-01-04 16:00:00+09:00
0.7640804,0.8570903,1.1602815,1.3599396,1.2242626,1.057444,0.87,2024-01-04 16:30:00+09:00
0.7863373,0.93361783,1.2685488,1.4705366,1.326355,1.0135072,0.82,2024-01-04 17:00:00+09:00
0.7174673,0.8676256,1.1918087,1.3119664,1.2422127,1.0247049,0.815,2024-01-04 17:30:00+09:00
0.748263,0.981282,1.3341966,1.6160818,1.2912841,1.0204649,0.82,2024-01-04 18:00:00+09:00
0.7708613,1.0308753,1.4157205,1.4921577,1.2743891,1.0264516,0.79,2024-01-04 18:30:00+09:00
0.7802338,1.0016994,1.2929811,1.3213884,1.2041744,1.0348148,0.76,2024-01-04 19:00:00+09:00
0.7640502,1.0711476,1.1859987,1.3751731,1.1576833,1.0220088,0.72,2024-01-04 19:30:00+09:00
0.8352687,1.2236068,1.3341867,1.4797506,1.2488772,1.1031275,0.7,2024-01-04 20:00:00+09:00
0.84146136,1.1616774,1.1605778,1.1428313,1.0796806,1.0857272,0.68,2024-01-04 20:30:00+09:00
0.9696114,1.2255219,1.248932,1.2254454,1.079466,0.93915033,0.74,2024-01-04 21:00:00+09:00
1.093023,1.3911653,1.509477,1.1930126,1.0261531,0.8742934,0.785,2024-01-04 21:30:00+09:00
1.065976,1.4325224,1.3859017,1.366266,1.2567021,0.9604444,0.78,2024-01-04 22:00:00+09:00
1.1630166,1.4030323,1.3323889,1.2660604,0.99884653,0.7471777,0.84,2024-01-04 22:30:00+09:00
1.2606685,1.4649968,1.3314639,1.3096073,1.1331607,0.8972058,0.86,2024-01-04 23:00:00+09:00
1.3665091,1.6148691,1.4741597,1.467118,1.2495569,0.7477846,0.955,2024-01-04 23:30:00+09:00
1.257872,1.3571085,1.3047218,1.1661193,0.9531751,0.74642193,0.99,2024-01-05 00:00:00+09:00
1.4287837,1.5493604,1.3277552,1.2865584,1.0727422,0.9306946,1.12,2024-01-05 00:30:00+09:00
1.5091034,1.5283066,1.3340824,1.1344582,1.0609437,0.86597294,1.27,2024-01-05 01:00:00+09:00
1.533091,1.4901713,1.5367353,1.5073729,1.171239,1.0261827,1.305,2024-01-05 01:30:00+09:00
1.5414052,1.4974273,1.3756007,1.3001845,0.97771996,0.740909,1.41,2024-01-05 02:00:00+09:00
1.5998318,1.5753725,1.5069348,1.2979847,1.013316,0.8072673,1.375,2024-01-05 02:30:00+09:00
1.6514355,1.5032499,1.323071,1.2001859,0.9062799,0.6309699,1.48,2024-01-05 03:00:00+09:00
1.6025336,1.4593979,1.3821609,1.0846734,0.80896133,0.5719707,1.46,2024-01-05 03:30:00+09:00
1.4819834,1.3455946,1.2106138,1.0280424,0.9118141,0.7512602,1.46,2024-01-05 04:00:00+09:00
1.4759055,1.4491742,1.306421,1.1204191,0.71452725,0.7021263,1.535,2024-01-05 04:30:00+09:00
1.4727048,1.3819182,1.0987564,0.9928336,0.5857515,0.576896,1.65,2024-01-05 05:00:00+09:00
1.4485081,1.2599139,1.0660073,0.9804673,0.63939244,0.63182896,1.67,2024-01-05 05:30:00+09:00
1.364728,1.2673693,1.0880958,1.0175753,0.65724677,0.7391903,1.59,2024-01-05 06:00:00+09:00
1.3551787,1.239636,1.0876389,1.0274024,0.6909508,0.70106274,1.6,2024-01-05 06:30:00+09:00
1.4005058,1.2632017,1.0531268,1.006748,0.6890103,0.7309995,1.6,2024-01-05 07:00:00+09:00
1.3063374,1.1454757,0.9451647,0.8519861,0.6341706,0.77346647,1.48,2024-01-05 07:30:00+09:00
1.2493588,1.0733176,0.9334578,0.8282843,0.6270581,0.82539785,1.39,2024-01-05 08:00:00+09:00
1.1887709,1.0952324,1.0505998,0.80296737,0.6692334,0.8951318,1.34,2024-01-05 08:30:00+09:00
1.181466,1.0855924,0.97679406,0.78983146,0.6991237,0.8960184,1.36,2024-01-05 09:00:00+09:00
1.1660357,1.0775487,0.9649025,0.85970604,0.7333496,0.7193329,1.44,2024-01-05 09:30:00+09:00
1.1833292,1.0261929,0.9160349,0.7509792,0.6386322,0.85589653,1.35,2024-01-05 10:00:00+09:00
1.1192924,0.99494237,0.8823762,0.75467944,0.7045052,0.881141,1.21,2024-01-05 10:30:00+09:00
1.0875231,0.99349207,0.8254601,0.6469255,0.7099639,0.84150624,1.22,2024-01-05 11:00:00+09:00
1.0950472,0.9759414,0.8031741,0.7234569,0.7773615,0.8698895,1.305,2024-01-05 11:30:00+09:00
1.1307122,0.9904081,0.8035649,0.71741825,0.8032068,0.8070864,1.36,2024-01-05 12:00:00+09:00
1.1062931,1.0055877,0.85410106,0.7095445,0.8851893,0.84328884,1.265,2024-01-05 12:30:00+09:00
1.0659927,0.9414156,0.7960434,0.640077,0.92339826,0.86010844,1.15,2024-01-05 13:00:00+09:00
0.9690709,0.84679717,0.7737351,0.6345627,0.8360431,0.82894677,1.12,2024-01-05 13:30:00+09:00
0.9793091,0.8258681,0.73595864,0.6894926,0.8341771,0.813966,1.04,2024-01-05 14:00:00+09:00
0.94508,0.75267875,0.6268916,0.6358252,0.9555569,0.7559441,1.03,2024-01-05 14:30:00+09:00
0.90014803,0.758165,0.6442418,0.6431136,0.9532214,0.7982557,1.02,2024-01-05 15:00:00+09:00
0.9466392,0.7894789,0.73049176,0.71698374,0.87997043,0.8662034,1.0,2024-01-05 15:30:00+09:00
0.86796325,0.7313964,0.6922937,0.66097593,0.85862494,0.83278066,0.94,2024-01-05 16:00:00+09:00
0.85250586,0.6792787,0.69878334,0.7328747,0.8772243,0.84886795,0.98,2024-01-05 16:30:00+09:00
0.77222836,0.70724666,0.6658488,0.80464005,0.9404903,0.86268836,1.04,2024-01-05 17:00:00+09:00
0.8263768,0.65457517,0.61989045,0.6953235,0.9992271,0.8727153,1.02,2024-01-05 17:30:00+09:00
0.79081273,0.7775275,0.73471063,0.7298583,0.91627955,1.061372,0.94,2024-01-05 18:00:00+09:00
0.7289017,0.75882477,0.71110606,0.87858695,0.9628315,1.0728991,0.925,2024-01-05 18:30:00+09:00
0.7459857,0.75010717,0.6984151,0.9332219,0.91839755,0.97650856,0.91,2024-01-05 19:00:00+09:00
0.73165804,0.63977265,0.69350684,0.88615257,0.87584895,0.9288902,0.825,2024-01-05 19:30:00+09:00
0.7433902,0.7550349,0.7569424,0.8935669,0.8643432,1.0521686,0.84,2024-01-05 20:00:00+09:00
0.6959613,0.720391,0.8151035,0.9587273,1.0682168,1.0882595,0.78,2024-01-05 20:30:00+09:00
0.67932284,0.65353876,0.74238694,0.92271376,0.93327194,1.0626408,0.71,2024-01-05 21:00:00+09:00
0.6200668,0.6255985,0.73889524,0.93038034,1.016225,0.9325224,0.655,2024-01-05 21:30:00+09:00
0.6319256,0.59705055,0.80082077,0.839157,0.88684005,0.8208637,0.64,2024-01-05 22:00:00+09:00
0.6185631,0.6532674,0.7827927,0.86531717,0.76964575,0.84462404,0.645,2024-01-05 22:30:00+09:00
0.62102574,0.58384943,0.7253201,0.7678849,0.9502356,0.8338014,0.65,2024-01-05 23:00:00+09:00
0.6330403,0.7038873,0.7538093,0.7802157,0.8090201,0.8360701,0.63,2024-01-05 23:30:00+09:00
0.6542236,0.8735852,1.079774,0.98570377,0.89311695,0.9937372,0.61,2024-01-06 00:00:00+09:00
0.68339056,0.89022887,0.9379116,0.85664564,0.90747476,0.99436456,0.61,2024-01-06 00:30:00+09:00
0.66261864,0.83126855,0.85526127,0.8884935,0.9888165,1.0915852,0.61,2024-01-06 01:00:00+09:00
0.65127295,0.86184686,0.8255463,0.74979323,1.0175902,1.1188151,0.6,2024-01-06 01:30:00+09:00
0.62333155,0.7635264,0.7978512,0.7748085,0.89152706,0.8140068,0.61,2024-01-06 02:00:00+09:00
0.64670897,0.8770867,0.88513404,0.79192525,0.99623156,1.0168924,0.605,2024-01-06 02:30:00+09:00
0.6783498,0.91609,0.87961704,0.7647124,0.9189787,1.0132821,0.58,2024-01-06 03:00:00+09:00
0.75143474,0.90635157,0.95405984,0.97260725,1.1173701,1.2771286,0.57,2024-01-06 03:30:00+09:00
0.7332278,0.8788298,0.9240574,0.9070433,1.1784353,1.3504813,0.54,2024-01-06 04:00:00+09:00
0.7853421,1.0221915,0.94216925,0.94780946,1.0897601,1.187516,0.54,2024-01-06 04:30:00+09:00
0.7911825,0.8116793,0.8141677,0.8008011,1.0554892,1.3925241,0.56,2024-01-06 05:00:00+09:00
0.8666254,1.0236163,1.0456021,1.0689975,1.0894598,1.2786628,0.595,2024-01-06 05:30:00+09:00
0.9238968,0.92471504,1.0393792,1.0824256,1.2056751,1.5777836,0.67,2024-01-06 06:00:00+09:00
1.0059973,0.98496413,1.0075623,0.94560426,1.300911,1.4662958,0.715,2024-01-06 06:30:00+09:00
0.96784747,0.9819331,0.9023249,1.0920645,1.1940783,1.4666907,0.82,2024-01-06 07:00:00+09:00
0.8991705,0.9243273,0.91929924,1.2082838,1.2138399,1.5898348,0.89,2024-01-06 07:30:00+09:00
0.9607343,0.8465014,0.8476181,1.0444533,1.227616,1.8046383,0.99,2024-01-06 08:00:00+09:00
0.8939908,0.92987084,0.8860738,1.0261104,1.1770393,1.6830062,0.95,2024-01-06 08:30:00+09:00
0.9665532,0.97382325,1.0395485,1.2065146,1.2842499,1.8588635,0.94,2024-01-06 09:00:00+09:00
0.8925727,0.9422202,0.9734549,1.1066065,1.3257056,1.9559082,0.945,2024-01-06 09:30:00+09:00
0.7005556,0.6737308,0.90914094,0.97242975,1.2342255,2.0425832,0.85,2024-01-06 10:00:00+09:00
0.7764405,0.81428355,0.90797126,0.96315515,1.2121463,2.0309815,0.87,2024-01-06 10:30:00+09:00
0.77242655,0.7741216,0.8710954,0.9132862,1.2315733,1.9243841,0.81,2024-01-06 11:00:00+09:00
0.7621681,0.7721163,0.90351003,0.8210009,1.323186,1.8343719,0.78,2024-01-06 11:30:00+09:00
0.7951894,0.8357463,0.8692711,0.871891,1.4087757,1.6055807,0.72,2024-01-06 12:00:00+09:00
0.70232916,0.8034271,0.8546591,0.9489394,1.5619239,1.6053168,0.755,2024-01-06 12:30:00+09:00
0.74079776,0.84391993,0.8532147,0.89027643,1.6187952,1.6105134,0.73,2024-01-06 13:00:00+09:00
0.74884564,0.842123,0.96622205,0.9737993,1.9214989,1.7396601,0.735,2024-01-06 13:30:00+09:00
0.7368845,0.8417095,0.92640674,0.9409313,1.8658758,1.6911674,0.74,2024-01-06 14:00:00+09:00
0.7469527,0.8582119,0.94373065,1.0133276,1.873833,1.6977798,0.735,2024-01-06 14:30:00+09:00
0.66799664,0.79254,0.8624743,1.0137744,1.9668242,1.7887464,0.71,2024-01-06 15:00:00+09:00
0.7501782,0.8993338,0.9340153,1.1450434,1.963831,1.6881559,0.69,2024-01-06 15:30:00+09:00
0.7715029,0.8208778,0.88598114,1.0949506,1.9572747,1.5948985,0.67,2024-01-06 16:00:00+09:00
0.7332567,0.9317058,1.1200892,1.2874432,1.9224677,1.7798464,0.705,2024-01-06 16:30:00+09:00
0.8117625,1.0162607,1.0215567,1.1498251,1.8665276,1.732916,0.74,2024-01-06 17:00:00+09:00
0.7841656,0.90300965,0.8939673,1.2796897,1.7310852,1.653452,0.77,2024-01-06 17:30:00+09:00
0.8396924,0.8374144,1.026425,1.5122579,1.8308773,1.6973345,0.8,2024-01-06 18:00:00+09:00
0.8778861,0.9212459,1.0410058,1.5145284,1.5592155,1.8194485,0.855,2024-01-06 18:30:00+09:00
0.8800403,0.90549296,0.9582869,1.3841116,1.5652843,1.7356515,0.87,2024-01-06 19:00:00+09:00
0.8749409,0.8794848,1.1832926,1.7016841,1.579067,1.7871883,0.885,2024-01-06 19:30:00+09:00
0.8876563,0.905243,1.1298105,1.6314406,1.5068889,1.708956,0.93,2024-01-06 20:00:00+09:00
0.9236619,1.0309937,1.4865401,1.979586,1.5796038,1.948197,0.885,2024-01-06 20:30:00+09:00
0.88906807,1.0509474,1.525904,1.7615008,1.4937878,1.8251158,0.89,2024-01-06 21:00:00+09:00
0.894851,1.0546507,1.8266859,2.0199516,1.6338925,1.9670644,0.85,2024-01-06 21:30:00+09:00
1.0373296,1.2094092,1.6581016,1.661377,1.5463539,1.8069115,0.9,2024-01-06 22:00:00+09:00
1.0560361,1.3122137,1.8765812,1.9700104,1.7064285,1.7858226,0.855,2024-01-06 22:30:00+09:00
0.9323016,1.0981396,1.5915233,1.7365236,1.5682614,1.6082221,0.84,2024-01-06 23:00:00+09:00
1.0733925,1.3332858,1.6179539,1.6776712,1.6524003,1.6467459,0.88,2024-01-06 23:30:00+09:00
1.2231398,1.5170432,1.68659,1.6728641,1.6906769,1.5680975,0.93,2024-01-07 00:00:00+09:00
1.1002679,1.5258409,1.6313106,1.5987918,1.7255869,1.6471127,0.925,2024-01-07 00:30:00+09:00
1.3789976,1.856133,2.1080534,1.8867333,1.7825545,1.6320335,0.92,2024-01-07 01:00:00+09:00
1.3079828,1.7897391,1.9833858,1.8402731,1.9399909,1.6710337,0.95,2024-01-07 01:30:00+09:00
1.2786268,1.7024769,1.796076,1.6275927,1.6867038,1.559833,0.97,2024-01-07 02:00:00+09:00
1.3156513,1.6790898,1.6656,1.4902968,1.7090303,1.3898191,0.95,2024-01-07 02:30:00+09:00
1.3451638,1.7143704,1.7207845,1.4896874,1.6375909,1.4242802,0.97,2024-01-07 03:00:00+09:00
1.6375108,1.7857109,1.7774173,1.570522,1.6873044,1.310784,1.045,2024-01-07 03:30:00+09:00
1.7558552,1.8487297,1.789414,1.7108599,1.8036116,1.428221,1.02,2024-01-07 04:00:00+09:00
1.7445558,1.897354,1.7947885,1.7837977,1.6832347,1.3333693,1.24,2024-01-07 04:30:00+09:00
1.7824028,1.962918,1.7248834,1.7323301,2.0447142,1.4906036,1.38,2024-01-07 05:00:00+09:00
2.1119416,2.1047683,1.985132,1.8634756,1.9872612,1.645175,1.595,2024-01-07 05:30:00+09:00
1.8198001,1.7125231,1.5781403,1.7764789,1.6808089,1.0497437,1.64,2024-01-07 06:00:00+09:00
1.8851669,1.6122361,1.4993193,1.508446,1.405454,1.0380456,1.845,2024-01-07 06:30:00+09:00
1.9569227,1.8461165,1.6528183,1.8043422,1.7884638,1.1008712,1.93,2024-01-07 07:00:00+09:00
2.0245385,1.7251822,1.8037877,1.8250029,1.4494619,1.0640628,1.97,2024-01-07 07:30:00+09:00
2.0117264,1.8243793,1.6079627,1.8434845,1.4588338,1.1525389,2.06,2024-01-07 08:00:00+09:00
1.9622036,1.6547546,1.6786284,1.9117428,1.4271414,1.3332238,2.02,2024-01-07 08:30:00+09:00
1.9719774,1.6704208,1.8024865,1.9176567,1.3709391,1.0925711,2.13,2024-01-07 09:00:00+09:00
1.7802937,1.6104428,1.8146421,1.8676752,1.3692652,1.1620612,1.98,2024-01-07 09:30:00+09:00
1.7472947,1.4649389,1.7218598,1.8403753,1.1994863,1.1150392,2.01,2024-01-07 10:00:00+09:00
1.8767666,1.53724,1.7463951,1.8381718,1.3711401,1.0424442,2.135,2024-01-07 10:30:00+09:00
1.6395453,1.5689303,1.7478251,1.6637533,1.1930156,0.96692836,1.96,2024-01-07 11:00:00+09:00
1.6933471,1.7223396,1.9506612,1.9194341,1.1665119,1.0389032,2.035,2024-01-07 11:30:00+09:00
1.7175812,1.6798424,1.8013368,1.6637088,1.1381084,0.9264288,1.94,2024-01-07 12:00:00+09:00
1.6786705,1.6727706,1.7132965,1.6482674,1.1638348,0.9861274,1.9,2024-01-07 12:30:00+09:00
1.6277747,1.8001789,1.9112511,1.6289995,1.2553813,0.9261213,1.75,2024-01-07 13:00:00+09:00
1.5692892,1.7860298,1.7342774,1.508247,1.1051157,0.8613995,1.67,2024-01-07 13:30:00+09:00
1.6582197,1.9091247,1.7066907,1.4531902,1.1780152,0.8121203,1.67,2024-01-07 14:00:00+09:00
1.7157106,1.7897108,1.7882109,1.4206642,1.168953,0.78548694,1.58,2024-01-07 14:30:00+09:00
1.7997857,1.8722954,1.7503861,1.469372,1.0950286,0.7492643,1.64,2024-01-07 15:00:00+09:00
1.7900151,1.6973798,1.7262095,1.4027611,1.0739498,0.80233437,1.61,2024-01-07 15:30:00+09:00
1.8750774,2.0105665,1.7894953,1.4918022,1.4226213,0.96802706,1.7,2024-01-07 16:00:00+09:00
1.8398104,2.0172834,1.7297897,1.5302252,1.2173823,0.79481393,1.67,2024-01-07 16:30:00+09:00
1.9995486,1.8983114,1.7086098,1.3895065,1.2045815,0.84672326,1.7,2024-01-07 17:00:00+09:00
1.8673406,1.8370432,1.5036253,1.3289231,1.1898024,0.77647036,1.605,2024-01-07 17:30:00+09:00
1.7559873,1.7027279,1.3642077,1.1636049,0.9315806,0.5869528,1.68,2024-01-07 18:00:00+09:00
1.8457694,1.7473434,1.4329597,1.2344348,1.0428686,0.57990956,1.78,2024-01-07 18:30:00+09:00
1.9647363,1.6964835,1.3510736,1.2283143,0.927278,0.63077325,1.89,2024-01-07 19:00:00+09:00
1.9579508,1.6565915,1.363835,1.2582306,0.9544871,0.57945323,1.92,2024-01-07 19:30:00+09:00
1.8716533,1.5795046,1.2708559,1.2484107,0.8583078,0.5933578,1.9,2024-01-07 20:00:00+09:00
1.8811204,1.541789,1.2982557,1.2157211,0.8186665,0.5555769,1.905,2024-01-07 20:30:00+09:00
1.8244765,1.6229522,1.2439709,1.2214036,0.7734727,0.5793499,2.03,2024-01-07 21:00:00+09:00
1.8274999,1.4372592,1.2652688,1.3091648,0.7876438,0.59789455,2.135,2024-01-07 21:30:00+09:00
1.6681542,1.3209038,1.2006779,1.2371606,0.7058001,0.55296195,1.96,2024-01-07 22:00:00+09:00
1.6896666,1.4545921,1.447745,1.3037478,0.8479873,0.5622729,1.895,2024-01-07 22:30:00+09:00
1.6096946,1.331005,1.2426949,1.0936285,0.8047415,0.5208077,1.9,2024-01-07 23:00:00+09:00
1.48868,1.2134986,1.1770566,1.0847842,0.62059766,0.5320654,1.77,2024-01-07 23:30:00+09:00
1.4521697,1.192129,1.1974936,1.0191971,0.6329204,0.5296332,1.8,2024-01-08 00:00:00+09:00
1.4186714,1.2410252,1.2013795,0.93833137,0.7106299,0.515878,1.84,2024-01-08 00:30:00+09:00
1.3259895,1.2447574,1.1799186,1.0303124,0.76100266,0.5965727,1.82,2024-01-08 01:00:00+09:00
1.3108282,1.2197071,1.1215327,0.9069025,0.55346906,0.48379007,1.69,2024-01-08 01:30:00+09:00
1.3209268,1.2300309,1.0896479,0.8554382,0.5988203,0.5057858,1.59,2024-01-08 02:00:00+09:00
1.3039763,1.1797398,1.0360104,0.8689849,0.5782782,0.52395976,1.625,2024-01-08 02:30:00+09:00
