pred_3h,pred_6h,pred_9h,pred_12h,pred_18h,pred_24h,origin_hs,origin_time
0.766502,0.930232,0.99910533,0.8892858,1.1651632,1.3188119,0.57,2024-01-06 03:30:00+09:00
0.7775519,0.8281436,0.90881276,0.82287073,1.2403057,1.3385998,0.54,2024-01-06 04:00:00+09:00
0.78612655,0.9923834,0.8978428,0.9315645,1.0457231,1.1696575,0.54,2024-01-06 04:30:00+09:00
0.7886629,0.8457614,0.8067275,0.8310773,1.1079886,1.4273121,0.56,2024-01-06 05:00:00+09:00
0.8821817,0.9416014,1.0856702,1.0227245,1.112339,1.2485081,0.595,2024-01-06 05:30:00+09:00
0.8896115,0.94354916,0.99605733,1.0807145,1.2263472,1.5808864,0.67,2024-01-06 06:00:00+09:00
0.9802781,1.038379,0.96182376,0.9479182,1.2942065,1.4681367,0.715,2024-01-06 06:30:00+09:00
0.8940396,1.0773251,0.89028084,1.1665726,1.2095648,1.504476,0.82,2024-01-06 07:00:00+09:00
0.8969279,0.8633869,0.88085353,1.0974636,1.2544174,1.6043192,0.89,2024-01-06 07:30:00+09:00
0.8814039,0.91955405,0.83925754,1.0912074,1.1831509,1.7307247,0.99,2024-01-06 08:00:00+09:00
0.90048987,0.85013765,0.8672343,1.0241927,1.2644644,1.7653407,0.95,2024-01-06 08:30:00+09:00
0.92437184,0.9607272,1.0665888,1.2093762,1.3499439,1.8044785,0.94,2024-01-06 09:00:00+09:00
0.86396635,0.8660576,0.95299673,1.0827354,1.3542008,1.9366794,0.945,2024-01-06 09:30:00+09:00
0.7174764,0.70142555,0.9580528,0.9796742,1.2133133,2.1001158,0.85,2024-01-06 10:00:00+09:00
0.76469755,0.7935759,0.9245504,0.9484063,1.2067534,2.0522833,0.87,2024-01-06 10:30:00+09:00
0.7748586,0.768422,0.8701952,0.9427941,1.233864,1.9544858,0.81,2024-01-06 11:00:00+09:00
0.72283983,0.7533675,0.9104456,0.8111159,1.3577589,1.8288912,0.78,2024-01-06 11:30:00+09:00
0.8003308,0.7926187,0.84930176,0.8767598,1.2888312,1.5625532,0.72,2024-01-06 12:00:00+09:00
0.68611866,0.7868101,0.8125943,0.9177426,1.4211487,1.5956002,0.755,2024-01-06 12:30:00+09:00
0.7185974,0.84017926,0.77109975,0.8046669,1.4614015,1.5542341,0.73,2024-01-06 13:00:00+09:00
0.76031363,0.8744515,0.99166185,1.0248218,1.9239784,1.7722907,0.735,2024-01-06 13:30:00+09:00
0.75896984,0.7971861,0.8942324,0.9276031,1.8713849,1.6579586,0.74,2024-01-06 14:00:00+09:00
0.745908,0.85354584,0.9060372,1.0287423,1.8413777,1.6823536,0.735,2024-01-06 14:30:00+09:00
0.6707247,0.81479925,0.8682732,0.94965434,1.9734433,1.7978882,0.71,2024-01-06 15:00:00+09:00
0.7315266,0.8734463,0.9732131,1.0847403,1.9495385,1.6729418,0.69,2024-01-06 15:30:00+09:00
0.7417877,0.8087511,0.84317416,1.0492445,1.9137441,1.5917702,0.67,2024-01-06 16:00:00+09:00
0.7689085,0.97648257,1.0716158,1.310468,1.8813792,1.8112919,0.705,2024-01-06 16:30:00+09:00
0.81793815,0.96737444,1.0401335,1.113107,1.8290972,1.6809964,0.74,2024-01-06 17:00:00+09:00
0.77612627,0.8717623,0.9202899,1.3712357,1.7877785,1.7145752,0.77,2024-01-06 17:30:00+09:00
0.83258355,0.8527483,1.0208727,1.5356472,1.7741312,1.6414057,0.8,2024-01-06 18:00:00+09:00
0.87969613,0.92000383,1.0347338,1.4910753,1.6533495,1.8030739,0.855,2024-01-06 18:30:00+09:00
0.8517166,0.8970148,0.9202662,1.3586078,1.5992291,1.6988816,0.87,2024-01-06 19:00:00+09:00
0.91951865,0.83574,1.1824914,1.8317791,1.5498083,1.8572372,0.885,2024-01-06 19:30:00+09:00
0.929889,0.92289776,1.1292077,1.6849152,1.505013,1.7187568,0.93,2024-01-06 20:00:00+09:00
0.9433511,1.0507962,1.518438,2.0022278,1.6035713,2.0033717,0.885,2024-01-06 20:30:00+09:00
0.92916524,1.0582513,1.4392935,1.7529333,1.5424213,1.8308954,0.89,2024-01-06 21:00:00+09:00
0.8809991,1.0855477,1.8117712,2.0807102,1.5925609,1.8641644,0.85,2024-01-06 21:30:00+09:00
1.0407733,1.2218438,1.653783,1.6401848,1.4570969,1.7433034,0.9,2024-01-06 22:00:00+09:00
0.9969168,1.246446,1.8485034,1.9988472,1.6962429,1.7125233,0.855,2024-01-06 22:30:00+09:00
0.89890546,1.0761274,1.5288086,1.811575,1.5743129,1.5459448,0.84,2024-01-06 23:00:00+09:00
1.0770468,1.2800715,1.5163474,1.6804447,1.5715605,1.5733006,0.88,2024-01-06 23:30:00+09:00
1.2406286,1.4260099,1.6149797,1.6530588,1.6649971,1.4615867,0.93,2024-01-07 00:00:00+09:00
1.08768,1.4910465,1.581734,1.6171865,1.648028,1.5795351,0.925,2024-01-07 00:30:00+09:00
1.3059393,1.8459613,2.1332273,2.0138626,1.7878879,1.6016065,0.92,2024-01-07 01:00:00+09:00
1.2663828,1.7727757,2.038529,1.9128405,1.9790027,1.6285601,0.95,2024-01-07 01:30:00+09:00
1.2447097,1.6884885,1.8238235,1.5854826,1.6139786,1.5168035,0.97,2024-01-07 02:00:00+09:00
1.328724,1.6351709,1.6279076,1.5212603,1.7279187,1.3668232,0.95,2024-01-07 02:30:00+09:00
1.3904104,1.6970241,1.6577024,1.4310511,1.6209825,1.3999403,0.97,2024-01-07 03:00:00+09:00
1.6167156,1.7605923,1.7132566,1.5288446,1.7612303,1.3026805,1.045,2024-01-07 03:30:00+09:00
1.7514436,1.8608046,1.7532643,1.6719031,1.8979067,1.4232093,1.02,2024-01-07 04:00:00+09:00
1.8205053,1.873336,1.8325001,1.7491454,1.6792043,1.2650135,1.24,2024-01-07 04:30:00+09:00
1.8537017,1.9798746,1.8210981,1.7881554,2.1371202,1.5891038,1.38,2024-01-07 05:00:00+09:00
2.0846586,2.094047,2.0567307,1.8581483,1.9664431,1.6638292,1.595,2024-01-07 05:30:00+09:00
1.7950302,1.665825,1.497637,1.7133179,1.6424669,0.9714608,1.64,2024-01-07 06:00:00+09:00
1.942107,1.6274678,1.5177864,1.5763307,1.3997424,1.0660322,1.845,2024-01-07 06:30:00+09:00
1.9967577,1.8642445,1.7208084,1.6948227,1.6135894,1.1391494,1.93,2024-01-07 07:00:00+09:00
2.0585437,1.7508684,1.8961145,1.8342416,1.5332229,1.1047297,1.97,2024-01-07 07:30:00+09:00
2.0071495,1.773452,1.6275163,1.8757985,1.4767885,1.2080346,2.06,2024-01-07 08:00:00+09:00
1.9325352,1.6921206,1.7017437,1.8926877,1.3986274,1.3369819,2.02,2024-01-07 08:30:00+09:00
1.9588655,1.738978,1.8092092,1.9090255,1.40328,1.1286885,2.13,2024-01-07 09:00:00+09:00
1.7671531,1.6114025,1.7809255,1.8399545,1.3419672,1.1017276,1.98,2024-01-07 09:30:00+09:00
1.7105594,1.5148038,1.6183453,1.8184602,1.2012806,1.0641555,2.01,2024-01-07 10:00:00+09:00
1.869682,1.545711,1.7407788,1.8012059,1.3568445,1.0090718,2.135,2024-01-07 10:30:00+09:00
1.6019979,1.60488,1.6713897,1.6088369,1.196917,0.9164321,1.96,2024-01-07 11:00:00+09:00
1.6654559,1.7218523,1.9906802,1.9256845,1.1519854,1.0345832,2.035,2024-01-07 11:30:00+09:00
1.6873308,1.6616898,1.7617013,1.6775538,1.1399214,0.919495,1.94,2024-01-07 12:00:00+09:00
1.7211193,1.6199305,1.6711394,1.6860826,1.1473141,0.9654755,1.9,2024-01-07 12:30:00+09:00
1.6665189,1.8209628,1.8565837,1.5846754,1.1900438,0.9141191,1.75,2024-01-07 13:00:00+09:00
1.5802422,1.8390251,1.675959,1.4600766,1.1171335,0.8529045,1.67,2024-01-07 13:30:00+09:00
1.6184986,1.8773049,1.7515426,1.4463784,1.17524,0.84956354,1.67,2024-01-07 14:00:00+09:00
1.6783667,1.8510594,1.7978548,1.4088498,1.1486881,0.80159557,1.58,2024-01-07 14:30:00+09:00
1.7788373,1.8436971,1.7539165,1.4798164,1.1004694,0.77645963,1.64,2024-01-07 15:00:00+09:00
1.792873,1.7318412,1.7478147,1.3849121,1.0337896,0.846976,1.61,2024-01-07 15:30:00+09:00
1.8542727,2.075014,1.8258706,1.4924426,1.4518073,1.0082282,1.7,2024-01-07 16:00:00+09:00
1.8105272,2.0105634,1.7243811,1.5187054,1.1970922,0.81842715,1.67,2024-01-07 16:30:00+09:00
1.962184,1.8986645,1.6869272,1.4364151,1.2500342,0.8733397,1.7,2024-01-07 17:00:00+09:00
1.8728297,1.8578234,1.5342655,1.3338455,1.1620424,0.7579491,1.605,2024-01-07 17:30:00+09:00
1.7547656,1.672196,1.3280724,1.1015499,0.96240234,0.56458247,1.68,2024-01-07 18:00:00+09:00
1.8878326,1.7045858,1.4387804,1.2084423,1.0652652,0.6330123,1.78,2024-01-07 18:30:00+09:00
1.9603155,1.6708341,1.3666683,1.2060198,0.9461366,0.647345,1.89,2024-01-07 19:00:00+09:00
1.9090494,1.6996492,1.3689163,1.2727702,0.9191592,0.57896274,1.92,2024-01-07 19:30:00+09:00
1.8554875,1.5960367,1.2713606,1.2707471,0.8827099,0.6343931,1.9,2024-01-07 20:00:00+09:00
1.8275914,1.5416172,1.301827,1.2172107,0.81308043,0.55945545,1.905,2024-01-07 20:30:00+09:00
1.852964,1.5776566,1.2529074,1.2517332,0.74286735,0.5770821,2.03,2024-01-07 21:00:00+09:00
1.7895244,1.4508791,1.3190142,1.2501178,0.7909682,0.5623615,2.135,2024-01-07 21:30:00+09:00
1.6762725,1.3244724,1.1696429,1.2356398,0.71686393,0.57809883,1.96,2024-01-07 22:00:00+09:00
1.6724986,1.4813286,1.4729712,1.32744,0.8382335,0.58257556,1.895,2024-01-07 22:30:00+09:00
1.6820062,1.2780647,1.2206556,1.1002958,0.82137656,0.5804454,1.9,2024-01-07 23:00:00+09:00
1.4664172,1.2111325,1.1733158,1.0851384,0.65069324,0.5597861,1.77,2024-01-07 23:30:00+09:00
1.4360765,1.1637211,1.2018471,1.0127107,0.65835285,0.5257968,1.8,2024-01-08 00:00:00+09:00
1.4431452,1.262334,1.1840215,0.9517745,0.72566414,0.5599241,1.84,2024-01-08 00:30:00+09:00
1.4042706,1.3032961,1.1590497,1.0360619,0.7796016,0.60944283,1.82,2024-01-08 01:00:00+09:00
1.312315,1.1974754,1.154686,0.91082937,0.5170217,0.4452352,1.69,2024-01-08 01:30:00+09:00
1.3474443,1.2037585,1.1144352,0.8452503,0.6265991,0.4927585,1.59,2024-01-08 02:00:00+09:00
1.2914399,1.1690434,1.0438161,0.83284336,0.5420621,0.47433817,1.625,2024-01-08 02:30:00+09:00
